town,latitude,longitude
"Benaoján",36.7188117,-5.2533743
"Benarrabá",36.5508289,-5.2756812
"El Borge",36.8145004,-4.2348314
"El Burgo",36.7904469,-4.9480972
"Campillos",37.0470137,-4.8621698
"Canillas de Aceituno",36.8731665,-4.0821261
"Canillas de Albaida",36.8461773,-3.9878112
"Cañete la Real",36.9515951,-5.0246722
"Carratraca",36.8539382,-4.8209062
"Cartajima",36.6455316,-5.1539254
"Cártama",36.7100716,-4.631539
"Casabermeja",36.893528,-4.4287903
"Casarabonela",36.7852106,-4.8430732
"Casares",36.4433477,-5.2728863
"Coín",36.6600506,-4.7565615
"Colmenar",36.9053728,-4.3368078
"Comares",36.8494448,-4.2480998
"Cómpeta",36.832836,-3.9747057
"Cortes de la Frontera",36.6170845,-5.3426714
"Cuevas Bajas",37.2355805,-4.4884171
"Cuevas del Becerro",36.87586,-5.0440091
"Cuevas de San Marcos",37.2679779,-4.4141396
"Cútar",36.8310343,-4.2287632
"Estepona",36.4268068,-5.1468484
"Faraján",36.6162231,-5.1882209
"Frigiliana",36.7909126,-3.8953919
"Fuengirola",36.5388398,-4.6233974
"Fuente de Piedra",37.13528,-4.7298858
"Gaucín",36.5192377,-5.3177544
"Genalguacil",36.5456361,-5.2359435
"Guaro",36.6561223,-4.834406
"Humilladero",37.1134101,-4.7031305
"Igualeja",36.6314956,-5.1211832
"Istán",36.5819684,-4.9495445
"Iznate",36.7762195,-4.1849082
"Jimera de Líbar",36.6511847,-5.2742346
"Jubrique",36.5642558,-5.2146149
"Júzcar",36.6255785,-5.1708129
"Macharaviaya",36.7623774,-4.2138163
"Málaga",36.7213028,-4.4216366
"Manilva",36.3769979,-5.2489786
"Marbella",36.508976,-4.88562
"Mijas",36.5957471,-4.6375188
"Moclinejo",36.7715925,-4.2554413
"Mollina",37.1258671,-4.6578941
"Monda",36.6300141,-4.8306127
"Montejaque",36.7338717,-5.2514725
"Nerja",36.7468565,-3.8790164
"Ojén",36.5645156,-4.8565007
"Parauta",36.6559871,-5.1292424
"Periana",36.9286023,-4.1908814
"Pizarra",36.766795,-4.707687
"Pujerra",36.6128751,-5.1493344
"Rincón de la Victoria",36.7162109,-4.2793767
"Riogordo",36.9152823,-4.2934765
"Ronda",36.7421339,-5.1665916
"Salares",36.8544153,-4.0241592
"Sayalonga",36.7982701,-4.012961
"Sedella",36.8617323,-4.0336554
"Sierra de Yeguas",37.1243923,-4.8685644
"Teba",36.9834861,-4.9202568
"Tolox",36.6874219,-4.9050917
"Torrox",36.7494528,-3.9547677
"Totalán",36.7651731,-4.297405
"Valle de Abdalajís",36.9311713,-4.682611
"Vélez-Málaga",36.7818354,-4.0988099
"Villanueva de Algaidas",37.1831293,-4.449969
"Villanueva del Rosario",36.998599,-4.3660482
"Villanueva del Trabuco",37.0283874,-4.337989
"Villanueva de Tapia",37.1835699,-4.334301
"Viñuela",36.8621071,-4.1411364
"Yunquera",36.7346372,-4.9205956
"Torremolinos",36.6242841,-4.4995448
"Villanueva de la Concepción",36.9318977,-4.5304501
"Montecorto",36.8149906,-5.2983445
"Serrato",36.8849238,-4.9810084
"Abanilla",38.2058263,-1.0392384
"Abarán",38.2058512,-1.3971219
"Águilas",37.4099628,-1.5804922
"Albudeite",38.0275699,-1.3854647
"Alcantarilla",37.9702391,-1.2155314
"Aledo",37.7954317,-1.5731021
"Alguazas",38.0515024,-1.2416437
"Alhama de Murcia",37.8515145,-1.4251045
"Archena",38.1178119,-1.3025236
"Beniel",38.0457165,-1.0001532
"Blanca",38.1788058,-1.3741839
"Bullas",38.049741,-1.6705874
"Calasparra",38.2309457,-1.7000042
"Campos del Río",38.0405009,-1.3525268
"Caravaca de la Cruz",38.1046979,-1.861118
"Cartagena",37.6152488,-0.9876857
"Cehegín",38.0925078,-1.7987525
"Ceutí",38.0776952,-1.2741301
"Cieza",43.2230443,-4.124873387159046
"Fortuna",38.1800547,-1.1259457
"Fuente Álamo de Murcia",37.7212132,-1.172989
"Jumilla",38.4735408,-1.3285417
"Librilla",37.8855696,-1.3548724
"Lorca",37.6711989,-1.6988592
"Lorquí",38.0815272,-1.2536182
"Mazarrón",37.5984446,-1.31515
"Molina de Segura",38.0558899,-1.2075949
"Moratalla",38.1884392,-1.8909344
"Mula",38.0418669,-1.4906872
"Murcia",37.9923795,-1.1305431
"Ojós",38.1481011,-1.342091
"Pliego",37.9884543,-1.5061409
"Puerto Lumbreras",37.5635045,-1.8076233
"Ricote",38.1540529,-1.3668162
"San Javier",37.8059567,-0.8345537
"San Pedro del Pinatar",37.8354366,-0.7914619
"Torre-Pacheco",37.743133,-0.9539015
"Las Torres de Cotillas",38.0312689,-1.2416427
"Totana",37.7697645,-1.5025376
"Ulea",38.1377134,-1.3321696
"La Unión",37.6219632,-0.8827593
"Villanueva del Río Segura",38.1361485,-1.3243689
"Yecla",38.6135956,-1.1157882
"Santomera",38.0614122,-1.048829
"Los Alcázares",37.7466009,-0.8556533
"Abáigar",42.6482651,-2.1420631
"Abárzuza/Abartzuza",42.7268475,-2.0225275
"Abaurregaina/Abaurrea Alta",42.9034594,-1.2088667
"Abaurrepea/Abaurrea Baja",42.9099508,-1.2170155
"Aberin",42.6123798,-1.987335662769476
"Ablitas",41.9732671,-1.6395971
"Adiós",42.6866956,-1.7359099
"Aguilar de Codés",42.6131528,-2.3901003
"Aibar/Oibar",42.592021,-1.3599999
"Altsasu/Alsasua",42.9104705,-2.1791811319274905
"Allín/Allin",42.707603500000005,-2.090057176604885
"Allo",42.5673713,-2.0211169
"Améscoa Baja",42.76880975,-2.1287698367046195
"Ancín/Antzin",42.66189505,-2.18538049293172
"Andosilla",42.3776047,-1.9434186
"Ansoáin/Antsoain",42.8338,-1.6396906
"Anue",42.977023,-1.5959931855426326
"Añorbe",42.6585023,-1.7138474
"Aoiz/Agoitz",42.7862771,-1.3694757
"Araitz",43.03454835,-2.001163419566111
"Aranarache/Aranaratxe",42.7795361,-2.2285728
"Arantza",43.1957514,-1.7255478
"Aranguren",42.77580335,-1.5743264202819365
"Arano",43.1995483,-1.8948332
"Arakil",42.911498550000005,-1.874175231031868
"Aras",42.5619834,-2.3554319
"Arbizu",42.9148731,-2.0389985
"Arce/Artzi",42.88939555,-1.378048832858842
"Los Arcos",42.5697418,-2.1923085
"Arellano",42.6052502,-2.047318
"Areso",43.0809215,-1.9510898
"Arguedas",42.1758188,-1.5970062
"Aria",42.9529822,-1.2664583
"Aribe",42.9443902,-1.2638423
"Armañanzas",42.560496,-2.2851222
"Arróniz",42.5888853,-2.0907566
"Arruazu",42.9220169,-2.0000898
"Artajona",42.5876058,-1.7644227
"Artazu",42.6913086,-1.8401742
"Atetz",42.94469,-1.7065937396842954
"Ayegui/Aiegi",42.6588276,-2.0369908
"Azagra",42.311403,-1.8946708
"Azuelo",42.6086595,-2.3493717
"Bakaiku",42.8906052,-2.1021121
"Barásoain",42.6051018,-1.6453574
"Barbarin",42.6016906,-2.1005686
"Bargota",42.5606259,-2.3105858
"Barillas",41.971012,-1.6627478
"Basaburua",43.02331305,-1.7980244887118122
"Baztan",43.1628957,-1.4935352360725216
"Beire",42.4539464,-1.6217023
"Belascoáin",42.7562505,-1.8324903
"Berbinzana",42.5267418,-1.8344769
"Bertizarana",43.13535845,-1.6302373972002215
"Betelu",43.0255213,-1.9799154
"Biurrun-Olcoz",42.6732289,-1.6798307816043077
"Buñuel",41.9797495,-1.444881
"Auritz/Burguete",42.9890103,-1.3349915
"Burgui/Burgi",42.7200258,-1.0024325
"Burlada/Burlata",42.8230299,-1.614076
"El Busto",42.5490885,-2.2420409
"Cabanillas",42.0328841,-1.5254634
"Cabredo",42.629694,-2.4115903
"Cadreita",42.2181824,-1.6930439
"Caparroso",42.3395614,-1.6543719
"Cárcar",42.3913267,-1.9747429
"Carcastillo",42.3800209,-1.4445327
"Cascante",41.9993288,-1.6786611
"Cáseda",42.5242929,-1.3674903
"Castejón",40.3817975,-2.5212898
"Castillonuevo",42.6784626,-1.0447115
"Cintruénigo",42.0799132,-1.8034973
"Ziordia",42.870558,-2.2270211
"Cirauqui/Zirauki",42.6756793,-1.890971
"Ciriza/Ziritza",42.7918412,-1.8241361
"Cizur",42.76275645,-1.7402327519617022
"Corella",42.1152097,-1.7893729
"Cortes",41.9235302,-1.4206848
"Desojo",42.5881304,-2.2757428
"Dicastillo",42.5945083,-2.0283583
"Donamaria",43.1122222,-1.6727059
"Etxalar",43.233558,-1.637321
"Echarri/Etxarri",42.7807766,-1.8251709
"Etxarri Aranatz",42.907578,-2.0648822
"Etxauri",42.7932285,-1.7900237
"Valle de Egüés/Eguesibar",42.8242097,-1.5433514900872622
"Elgorriaga",43.1384243,-1.687207
"Noáin (Valle de Elorz)/Noain (Elortzibar)",42.73169675,-1.5874601671218005
"Enériz/Eneritz",42.6712536,-1.7280262
"Eratsun",43.0832607,-1.796793
"Ergoiena",42.88322435,-2.013330746169357
"Erro",42.96316275,-1.4154255003285114
"Ezcároz/Ezkaroze",42.887167,-1.0972635
"Eslava",42.5643609,-1.4594701
"Esparza de Salazar/Espartza Zaraitzu",42.8547125,-1.0990518
"Espronceda",42.5967145,-2.3049081
"Estella-Lizarra",42.672094,-2.0314834
"Esteribar",42.9492605,-1.5164291777304757
"Etayo",42.6170237,-2.1535115
"Eulate",42.7765196,-2.2061268
"Ezcabarte",42.8725086,-1.630151835020124
"Ezkurra",43.0851129,-1.8248002
"Ezprogui",42.6197254,-1.4460647
"Falces",42.3877644,-1.7938282
"Fitero",42.0557224,-1.8565659
"Fontellas",42.0281362,-1.5761274
"Funes",42.3140552,-1.8030376
"Fustiñana",42.0212249,-1.4857389
"Galar",42.74583485,-1.6737626068183171
"Gallipienzo/Galipentzu",42.5243351,-1.4100849
"Gallués/Galoze",42.7841441,-1.0960939
"Garaioa",42.930232,-1.245177
"Garde",42.7887447,-0.9239579
"Garínoain",42.6005691,-1.6453061
"Garralda",42.9472388,-1.2881182
"Genevilla",42.6451032,-2.3900734
"Goizueta",43.171748,-1.8640588
"Goñi",42.83279235,-1.896411408478605
"Güesa/Gorza",42.8061528,-1.0951832
"Guesálaz/Gesalatz",42.7544433,-1.9109027505401737
"Guirguillano",42.72249935,-1.86789020404174
"Huarte/Uharte",42.8313514,-1.590407
"Uharte Arakil",42.9199485,-1.9687562
"Ibargoiti",42.67522455,-1.4602132290998298
"Igúzquiza",42.6463063,-2.0847845
"Imotz",42.9559762,-1.801622401717496
"Irañeta",42.9233048,-1.9455388
"Isaba/Izaba",42.8612067,-0.9232001
"Ituren",43.1288633,-1.7073185
"Iturmendi",42.8897003,-2.1180792
"Iza/Itza",42.8854464,-1.7752123026239124
"Izagaondoa",42.7280474,-1.4104668159323372
"Izalzu/Itzaltzu",42.9134978,-1.0538676
"Jaurrieta",42.8871323,-1.1361277
"Javier",42.5911918,-1.2086914
"Juslapeña/Txulapain",42.8983415,-1.701816815523551
"Beintza-Labaien",43.10617745,-1.736790108441396
"Lakuntza",42.9222192,-2.0227655
"Lana",42.71166085,-2.236737017862509
"Lantz",42.9982724,-1.6195616
"Lapoblación",42.59275605,-2.4623092063252083
"Larraga",42.5580517,-1.8500707
"Larraona",42.7793475,-2.2572865
"Larraun",43.0001851,-1.9374746764235435
"Lazagurría",42.4934802,-2.2418386
"Leache/Leatxe",42.607675,-1.4069932
"Legarda",42.7113388,-1.7727104
"Legaria",42.6482624,-2.1737786
"Leitza",43.0806959,-1.9163064
"Leoz/Leotz",42.59966265,-1.5374153843662564
"Lerga",42.5667872,-1.5006508
"Lerín",42.4827069,-1.9727192
"Lesaka",43.2471212,-1.7043191
"Lezaun",42.7778491,-1.9942909
"Liédena",42.6191551,-1.2748872
"Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti",42.8305239,-1.4679293919597265
"Lodosa",42.4241886,-2.0785646
"Lónguida/Longida",42.7807854,-1.4012072822174049
"Lumbier",42.6522082,-1.3083408
"Luquin",42.6122984,-2.0991905
"Mañeru",42.6695386,-1.8620743
"Marañón",42.628671,-2.4391688
"Marcilla",42.3258784,-1.7380991
"Mélida",42.3593658,-1.5474177
"Mendavia",42.4443874,-2.2002884
"Mendaza",42.6418273,-2.2359737
"Mendigorria",42.6262078,-1.8340213
"Metauten",42.6765029,-2.1289658
"Milagro",42.2418183,-1.7628016
"Mirafuentes",42.6218731,-2.2783646
"Miranda de Arga",42.4829542,-1.8269034
"Monreal/Elo",42.7048477,-1.5072472
"Monteagudo",41.9620037,-1.6939437
"Morentin",42.6123241,-2.0136591
"Mues",42.6061514,-2.2262371
"Murchante",42.0309725,-1.655853
"Murieta",42.6562443,-2.1543464
"Murillo el Cuende",42.3978449,-1.6304866
"Murillo el Fruto",42.3909899,-1.4599999
"Muruzábal",42.6887624,-1.7705509
"Navascués/Nabaskoze",42.7185668,-1.1160102
"Nazar",42.6368976,-2.2793568
"Obanos",42.6808183,-1.7851016
"Oco",42.6391735,-2.1648705
"Ochagavía/Otsagabia",42.9064357,-1.0902447
"Odieta",42.9329937,-1.648418856617607
"Oiz",43.109458,-1.6870201
"Olaibar",42.89716195,-1.6028331546995047
"Olazti/Olazagutía",42.8756978,-2.1964564
"Olejua",42.6235601,-2.1423082
"Olite/Erriberri",42.4813623,-1.6512224
"Olóriz/Oloritz",42.6350351,-1.6132927
"Cendea de Olza/Oltza Zendea",42.825138800000005,-1.777342987564107
"Valle de Ollo/Ollaran",42.8583381,-1.8465837429881908
"Orbaizeta",42.9743136,-1.2301437
"Orbara",42.9661373,-1.2417917
"Orísoain",42.6010504,-1.6039299
"Oronz/Orontze",42.8685267,-1.0965787
"Oroz-Betelu/Orotz-Betelu",42.8955387,-1.3037633
"Oteiza",42.6194776,-1.9537957
"Pamplona/Iruña",42.81568595,-1.6522353378580308
"Peralta/Azkoien",42.3385459,-1.7970061
"Petilla de Aragón",42.461519,-1.0925498
"Piedramillera",42.6317106,-2.2027196
"Pitillas",42.4226867,-1.6203754
"Puente la Reina/Gares",42.6717107,-1.8155291
"Pueyo/Puiu",42.565559,-1.6483398
"Ribaforada",41.9981387,-1.5126628
"Romanzado/Erromantzatua",42.690696900000006,-1.2040503696439957
"Roncal/Erronkari",42.8074494,-0.9555751
"Orreaga/Roncesvalles",43.0091669,-1.3201731
"Sada",42.5871778,-1.3983063
"Saldías",43.0888659,-1.7792157
"Salinas de Oro/Jaitz",42.7754085,-1.8893416
"San Adrián",42.3327818,-1.9336689
"Sangüesa/Zangoza",42.5754899,-1.283336
"San Martín de Unx",42.5237233,-1.5616093
"Sansol",42.5544246,-2.266428
"Santacara",42.3755477,-1.5477333
"Doneztebe/Santesteban",43.1314091,-1.6690844
"Sarriés/Sartze",42.8350577,-1.1007613
"Sartaguda",42.3829263,-2.0577832
"Sesma",42.4771231,-2.0861593
"Sorlada",42.6150004,-2.2161205
"Sunbilla",43.1640996,-1.6710173
"Tafalla",42.5278279,-1.6744823
"Tiebas-Muruarte de Reta",42.684765,-1.6360432813850712
"Tirapu",42.6566786,-1.7029388
"Torralba del Río",42.6084653,-2.3316332
"Torres del Río",42.5513183,-2.2720136
"Tudela",42.063972,-1.6053391
"Tulebras",41.9772744,-1.6767605
"Ucar",42.6758238,-1.7065464
"Ujué/Uxue",42.5061582,-1.499409
"Ultzama",43.003195250000005,-1.693123568481151
"Unciti",42.7475379,-1.5019366
"Unzué/Untzue",42.6515162,-1.626276
"Urdazubi/Urdax",43.2674482,-1.5041017
"Urdiain",42.8868926,-2.1366422
"Urraul Alto",42.79896485,-1.2166030749278272
"Urraul Bajo",42.6859906,-1.3392669307385536
"Urroz-Villa",42.7783083,-1.4594263
"Urroz",43.1001519,-1.7073351
"Urzainqui/Urzainki",42.831403,-0.9460763
"Uterga",42.7102068,-1.7596807
"Uztárroz/Uztarroze",42.8923633,-0.9400403
"Luzaide/Valcarlos",43.0926454,-1.3017388
"Valtierra",42.1934365,-1.6316492
"Bera",43.2813278,-1.6796472
"Viana",42.5154725,-2.3713437
"Vidángoz/Bidankoze",42.8011983,-1.0142307
"Bidaurreta",42.7753457,-1.8350395
"Villafranca",42.2774311,-1.7471458
"Villamayor de Monjardín",42.6293847,-2.1041989
"Hiriberri/Villanueva de Aezkoa",42.9457426,-1.2314098
"Villatuerta",42.6595159,-1.9934011
"Villava/Atarrabia",42.8318984,-1.6071287
"Igantzi",43.2252434,-1.7005877
"Valle de Yerri/Deierri",42.7199833,-1.980264644823532
"Yesa",42.620176,-1.2021437
"Zabalza/Zabaltza",42.7786842,-1.7986577
"Zubieta",43.1249707,-1.742525
"Zugarramurdi",43.2693436,-1.5416354
"Zúñiga",42.6930374,-2.3004117
"Barañáin/Barañain",42.8048344,-1.6810202
"Berrioplano/Berriobeiti",42.86208025,-1.705996139544474
"Berriozar",42.83565,-1.6745719
"Irurtzun",42.9184675,-1.8286391
"Beriáin",42.7334799,-1.6447836
"Orkoien",42.8234903,-1.7022679
"Zizur Mayor/Zizur Nagusia",42.7887152,-1.692616
"Lekunberri",43.0051774,-1.8956075
"Allariz",42.1893161,-7.8019484
"Amoeiro",42.4142102,-7.9486807
"A Arnoia",42.25259095,-8.12932972758174
"Avión",42.38730185,-8.265524195579792
"Baltar",41.9509014,-7.7157653
"Bande",42.0316148,-7.9749081
"Baños de Molgas",42.2418656,-7.6727944
"Barbadás",42.301551,-7.8872314
"O Barco de Valdeorras",42.43010275,-6.980102761106016
"Beade",42.3292437,-8.1276551
"Beariz",42.4661998,-8.2707274
"Os Blancos",41.9976233,-7.7522894
"Boborás",42.4317763,-8.1430006
"A Bola",42.1440451,-7.894426593657048
"O Bolo",42.3069457,-7.0994897
"Calvos de Randín",41.92502975,-7.859098930350559
"Carballeda de Valdeorras",42.34397435,-6.849100742305646
"Carballeda de Avia",42.3208186,-8.1648727
"O Carballiño",42.4300001,-8.0780235
"Cartelle",42.2378413,-8.032776476458125
"Castrelo do Val",41.9905158,-7.4232094
"Castrelo de Miño",42.2965639,-8.065678393458727
"Castro Caldelas",42.37256835,-7.399041506421687
"Celanova",42.1523149,-7.9580863
"Cenlle",42.34176955,-8.094013502658417
"Coles",42.407477,-7.839749887093024
"Cortegada",42.2072732,-8.170081
"Cualedro",41.9885728,-7.593898
"Chandrexa de Queixa",42.2592799,-7.377615472322706
"Entrimo",41.9537793,-8.13425296343149
"Esgos",42.3253312,-7.6960375
"Xinzo de Limia",42.0637882,-7.7245498
"Gomesende",42.18900515,-8.10135859246719
"A Gudiña",42.0605483,-7.1403516
"O Irixo",42.5123164,-8.1182265
"Xunqueira de Ambía",42.2050642,-7.7351732
"Xunqueira de Espadanedo",42.3183776,-7.6294622
"Larouco",42.3466038,-7.1632358
"Laza",42.0604757,-7.4612117
"Leiro",42.3701611,-8.1248862
"Lobeira",42.0029828,-8.044802201785807
"Lobios",41.90390615,-8.05997709562049
"Maceda",42.2708159,-7.6508391
"Manzaneda",42.3098629,-7.2350007
"Maside",42.4121455,-8.0261462
"Melón",42.2589852,-8.2137609
"A Merca",42.222633,-7.9049545
"A Mezquita",42.0114543,-7.0451474
"Montederramo",42.2752812,-7.5027103
"Monterrei",41.9467657,-7.4491474
"Muíños",41.9368705,-7.980007321233332
"Nogueira de Ramuín",42.40291565,-7.705707544939635
"Oímbra",41.8857802,-7.4715679
"Ourense",42.1939629,-7.53712401397051
"Paderne de Allariz",42.2737426,-7.746341854673298
"Padrenda",42.119223950000006,-8.155778918487057
"Parada de Sil",42.3826196,-7.5685853
"O Pereiro de Aguiar",42.3463433,-7.8002637
"A Peroxa",42.4397824,-7.7955674
"Petín",42.3823388,-7.1263643
"Piñor",42.4983947,-8.0051658
"Porqueira",42.02494755,-7.840299915405602
"A Pobra de Trives",42.3405898,-7.2547833
"Pontedeva",42.16770785,-8.136831680283432
"Punxín",42.3672516,-8.00990310559595
"Quintela de Leirado",42.1394755,-8.1002451
"Rairiz de Veiga",42.0827533,-7.8331457
"Ramirás",42.18447355,-8.027183628181767
"Ribadavia",42.2880044,-8.1429521
"San Xoán de Río",42.38229865,-7.300232922172963
"Riós",41.9745769,-7.2823706
"A Rúa",42.3952755,-7.1141649
"Rubiá",42.4494484,-6.9450653
"San Amaro",42.3734131,-8.0720856
"San Cibrao das Viñas",42.2964763,-7.8723141
"San Cristovo de Cea",42.50099745,-7.941541293794409
"Sandiás",42.1106859,-7.7577611
"Sarreaus",42.088126,-7.6038003
"Taboadela",42.2406812,-7.8253132
"A Teixeira",42.3911832,-7.472801
"Toén",42.3167247,-7.9545534
"Trasmiras",42.0232495,-7.6156761
"A Veiga",42.2507678,-7.0260508
"Verea",42.1000133,-7.983617879891431
"Verín",41.9406091,-7.4406032
"Viana do Bolo",42.1804436,-7.1132213
"Vilamarín",42.4647271,-7.8909745
"Vilamartín de Valdeorras",42.4423009,-7.064631395795855
"Vilar de Barrio",42.1602913,-7.611113
"Vilar de Santos",42.0871643,-7.7945799
"Vilardevós",41.9073842,-7.312875
"Vilariño de Conso",42.1661767,-7.1826752
"Allande",43.23721815,-6.688503978561734
"Aller",43.10601625,-5.580816118474139
"Amieva",43.2450993,-5.0730662
"Avilés",43.5554436,-5.9222466
"Belmonte de Miranda",43.27306005,-6.261394419297124
"Bimenes",43.3254793,-5.567679671639069
"Boal",43.41024025,-6.835153873473709
"Cabrales",43.2678898,-4.8266084018751805
"Cabranes",43.40716995,-5.423934272257089
"Candamo",43.45568405,-6.056660292694482
"Cangas del Narcea",43.1774374,-6.5499784
"Cangas de Onís",43.3136138,-5.065850290011571
"Caravia",43.458107,-5.1897296943154245
"Carreño",43.5517905,-5.789401216110306
"Caso",43.17770505,-5.334733448586882
"Castrillón",43.54582435,-5.992429483375905
"Castropol",43.5276581,-7.0300508
"Coaña",43.5126258,-6.761010561610359
"Colunga",43.4851194,-5.2706728
"Corvera de Asturias",43.5178457,-5.887764837915894
"Cudillero",43.54335745,-6.1936313237885
"Degaña",42.9406475,-6.5712537
"El Franco",43.50924285,-6.833945471783986
"Gijón",43.5449422,-5.66275
"Gozón",43.60568545,-5.843027423658134
"Grado",43.3888553,-6.069462
"Grandas de Salime",43.2176587,-6.8757234
"Ibias",43.0001546,-6.8218481309703325
"Illano",43.33751365,-6.851723558336635
"Illas",43.49633385,-5.967482401852551
"Langreo",43.2950131,-5.683431
"Laviana",43.23220315,-5.547347465005355
"Lena",43.1615692,-5.8281354
"Valdés",43.4847858,-6.469369319058544
"Llanera",43.4545737,-5.850642615099105
"Llanes",43.4211205,-4.7530835
"Mieres",43.2488161,-5.7722468
"Morcín",43.26691285,-5.900944971887457
"Muros de Nalón",43.5429839,-6.1046293
"Nava",43.3582544,-5.5057607
"Navia",43.5391112,-6.7233704
"Noreña",43.3940202,-5.7067183
"Onís",43.2959886,-4.971414257624463
"Oviedo",43.3618625,-5.8483581
"Parres",43.3588207,-5.184655747613598
"Peñamellera Alta",43.31052125,-4.712271866543464
"Peñamellera Baja",43.30860055,-4.586292590400607
"Pesoz",43.2729974,-6.861521825349968
"Piloña",43.3340915,-5.331034991375827
"Ponga",43.1873037,-5.154087158954772
"Pravia",43.4895855,-6.1139029
"Proaza",43.2508048,-6.0170071
"Quirós",43.1519817,-5.9724397974829895
"Las Regueras",43.4212378,-5.972970195919226
"Ribadedeva",43.37184715,-4.568997786257299
"Ribadesella",43.4617129,-5.0587479
"Ribera de Arriba",43.304672,-5.910467714297559
"Riosa",43.20855145,-5.890183970723369
"Salas",43.4079447,-6.257951397030386
"San Martín del Rey Aurelio",43.2752687,-5.6039826
"San Martín de Oscos",43.2879125,-6.930847500812401
"Santa Eulalia de Oscos",43.2586817,-7.027874442958199
"San Tirso de Abres",43.40327525,-7.1323839049285
"Santo Adriano",43.2885065,-5.979320574096952
"Sariego",43.41532905,-5.549037266485054
"Siero",43.3952982,-5.635702393762417
"Sobrescobio",43.193853950000005,-5.462239937212074
"Somiedo",43.102801150000005,-6.251455743067364
"Soto del Barco",43.5263201,-6.052114288680631
"Tapia de Casariego",43.5692581,-6.9436488
"Taramundi",43.3605685,-7.1088221
"Teverga",43.144950050000006,-6.120120414519647
"Tineo",43.333974,-6.4165462
"Vegadeo",43.4153116,-6.999106571661519
"Villanueva de Oscos",43.32037515,-7.0018390672734565
"Villaviciosa",43.4813776,-5.4344978
"Villayón",43.4476896,-6.7046079
"Yernes y Tameza",43.2603086,-6.1055772816877525
"Abarca de Campos",42.0625676,-4.8418423
"Abia de las Torres",42.4196917,-4.4226995
"Aguilar de Campoo",42.7928369,-4.2605438
"Alar del Rey",42.6595668,-4.3111784
"Alba de Cerrato",41.8127116,-4.3652566
"Amayuelas de Arriba",42.211081,-4.4887297
"Ampudia",41.9148751,-4.7792135
"Amusco",42.1728976,-4.4699037
"Antigüedad",41.9465178,-4.1183617
"Arconada",42.3276271,-4.4952828
"Astudillo",42.1927215,-4.2938662
"Autilla del Pino",41.9911815,-4.6334702
"Autillo de Campos",42.0873279,-4.8336762
"Ayuela",42.6264898,-4.6603653
"Baltanás",41.9370606,-4.2471899
"Venta de Baños",41.9206919,-4.4931598
"Baquerín de Campos",42.0157345,-4.7815641
"Bárcena de Campos",42.4834048,-4.4987889
"Barruelo de Santullán",42.9087746,-4.2881024
"Báscones de Ojeda",42.6705949,-4.5274879
"Becerril de Campos",42.1079127,-4.6397799
"Belmonte de Campos",41.9427963,-4.9873964
"Berzosilla",42.7801605,-4.0376393
"Boada de Campos",41.9896693,-4.8775277
"Boadilla del Camino",42.2577849,-4.3472897
"Boadilla de Rioseco",42.1793848,-4.9689427
"Brañosera",42.9360092,-4.3076006
"Buenavista de Valdavia",42.6380596,-4.6145515
"Bustillo de la Vega",42.4558731,-4.7416348
"Bustillo del Páramo de Carrión",42.3550033,-4.7387975
"Calahorra de Boedo",42.5747181,-4.3852597
"Calzada de los Molinos",42.3265894,-4.6518131
"Capillas",42.0132277,-4.8902508
"Cardeñosa de Volpejera",42.2322915,-4.7019806
"Carrión de los Condes",42.3385404,-4.6017128
"Castil de Vela",41.9837696,-4.9582139
"Castrejón de la Peña",42.808111,-4.5992295
"Castrillo de Don Juan",41.7921651,-4.0702134
"Castrillo de Onielo",41.8587256,-4.3019806
"Castrillo de Villavega",42.4549561,-4.480791
"Castromocho",42.0318269,-4.8234305
"Cervatos de la Cueza",42.2904319,-4.7693449
"Cervera de Pisuerga",42.8635509,-4.4972234
"Cevico de la Torre",41.8515571,-4.4093299
"Cevico Navero",41.8618652,-4.184837
"Cisneros",42.2210096,-4.8578445
"Cobos de Cerrato",42.0283301,-4.0018015
"Collazos de Boedo",42.6193852,-4.4832119
"Congosto de Valdavia",42.715968,-4.6333358
"Cordovilla la Real",42.0793366,-4.2599008
"Cubillas de Cerrato",41.7984696,-4.4663595
"Dehesa de Montejo",42.8207429,-4.5108875
"Dehesa de Romanos",42.638722,-4.436018
"Dueñas",41.87652,-4.5462804
"Espinosa de Cerrato",41.9678437,-3.951621
"Espinosa de Villagonzalo",42.4797222,-4.3719843
"Frechilla",42.1375125,-4.8410751
"Fresno del Río",42.6820747,-4.8173368
"Frómista",42.2676867,-4.4055039
"Fuentes de Nava",42.0825955,-4.7826439
"Fuentes de Valdepero",42.0749607,-4.5005124
"Grijota",42.0524901,-4.5822734
"Guardo",42.7895455,-4.846288
"Guaza de Campos",42.133496,-4.9092466
"Hérmedes de Cerrato",41.8193273,-4.1753038
"Herrera de Pisuerga",42.5938269,-4.3310029
"Herrera de Valdecañas",42.0488124,-4.2004813
"Hontoria de Cerrato",41.9107107,-4.4413663
"Hornillos de Cerrato",41.9880783,-4.2724488
"Husillos",42.0904554,-4.526506
"Itero de la Vega",42.2879815,-4.2579672
"Lagartos",42.4059897,-4.90386
"Lantadilla",42.3405995,-4.2774864
"La Vid de Ojeda",42.659135,-4.38495
"Ledigos",42.3546268,-4.86461
